City,Your city,Employment status,Position,Your position,Total years of experience,Years of experience in Germany,Seniority level,Your seniority level,Main technology / programming language,Your main technology,Other technologies/programming languages you use often,Years in the current workplace,What languages do you speak and use at work?,Company size,Annual gross salary without bonus and stocks in EUR,Annual gross salary with bonus and stocks in EUR,Annual gross salary+bonus+stocks one year ago.,Number of vacation days,Hourly rate in EUR,Working hours for the last year,Number of days off in the last year,"Third-party income from small customers or own projects (annualy, in EUR)",Working hours per week,layoff affects you,company_layoffs,Work From Home allowance,Did you already find a new job?,employment_status_change_in_2023,Do you currently search for a job?,How long have you been unemployed? (in months),company_hire_in_2023,company_industry,change_jobs,tc_new_job,change_jobs_voluntary,how_long_find_job,ai_impact,ai_use,ai_tool,ai_other_tools
Cologne,,Full/Part-time employee,Tech Lead / Team Lead,,16,12,Lead / Staff,,Java,,"Angular,Javascript / Typescript,SQL,Google Cloud,Terraform,Azure",6.00,"English,German",1000+,96000,96000,96000,36,,,,,35,No,"Yes, both in 2022-2023",No,,No,,,"Yes, but only for backfilling",Financial Services,No,,,,Invisible,No,,
Munich,,Full/Part-time employee,Other,Technical Writer,5,3,Senior,,Other,,,1.00,"English,German,Russian",1000+,85000,85000,66000,30,,,,,40,,No,No,,Full/Part-time employee,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","2,0",Moderate but noticeable,Yes,"Other,ChatGPT",
Berlin,,Full/Part-time employee,Software Engineer,,8,3,Lead / Staff,,C# / .NET,,"Javascript / Typescript, React,Azure,.NET",0.80,"English,German,Russian",up to 10,90000,92500,0,30,,,,,40,,No,No,,No,,,No,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","0,5",Moderate but noticeable,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Data Scientist,,4,4,Head / Principal,,Other,,,4.00,"English,Other",11-50,67000,67000,56000,24,,,,,35,,No,No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Munich,,Full/Part-time employee,Product Manager,,12,12,Lead / Staff,,Java,,"SQL,Kubernetes,Other",12.00,German,1000+,74500,7600,,30,,,,,40,,I dont know,up to 100 euro,,No,,,Yes,Insurance,No,,,,Moderate but noticeable,No,,
Munich,,Full/Part-time employee,Software Engineer,,10,5,Senior,,Java,,"Kotlin, React,AWS,Docker,Kubernetes,Javascript / Typescript",45.00,German,101-1000,78000,0,0,30,,,,,40,No,"Yes, in 2023",No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Tech Lead / Team Lead,,5,2,Senior,,Python,,"SQL,AWS,Terraform,Docker",2.00,English,up to 10,83000,90000,,unlimited,,,,,40,No,"Yes, in 2023",No,,No,,,No,"Manufacturing, Transportation, or Supply Chain",No,,,,Moderate but noticeable,No,,
Frankfurt,,Full/Part-time employee,Software Engineer,,7,3,Senior,,Ruby,,"Javascript / Typescript,Docker",1.00,English,11-50,86000,0,0,30,,,,,40,,No,over 1000 euros,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Munich,,Full/Part-time employee,Backend Developer,,3,1,Middle,,Python,,"Python,AWS,Docker",0.75,English,1000+,68000,88000,,25,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Involuntarily, I was forced to look for a new job","1,0",Invisible,Yes,ChatGPT,
Munich,,Full/Part-time employee,Frontend Developer,,13,6,Senior,,JavaScript / Typescript,,"Java / Scala,Angular",2.00,English,1000+,83000,92000,90000,28,,,,,40,,I dont know,No,,No,,,Yes,Other,No,,,,Invisible,No,,
Munich,,Full/Part-time employee,Software Engineer,,5,1,Middle,,C / C++,,Python,1.00,English,1000+,82000,5000,,30,,,,,40,No,"Yes, in 2023",100 - 500,,No,,,I dont know,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Frontend Developer,,10,5,Middle,,JavaScript / Typescript,,"PHP,Javascript / Typescript,SQL,Docker,Other",5.00,"English,Russian",51-100,68000,68000,68000,30,,,,,40,,No,No,,No,,,Yes,Other,No,,,,Invisible,No,,
Munich,,Full/Part-time employee,Data Scientist,,6,3,Senior,,Python,,"C# / .NET core,SQL",3.00,English,1000+,116000,130000,,,,,,,40,No,"Yes, in 2023",No,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,,,,
Munich,,Full/Part-time employee,Tech Lead / Team Lead,,6,0,Lead / Staff,,Go,,"SQL,AWS,Kubernetes,Docker,Terraform",2.00,English,51-100,120000,120000,100000,unlimited,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Dusseldorf,,Full/Part-time employee,Software Engineer,,17,6,Senior,,PHP,,"SQL,Google Cloud,Go,Docker,Kubernetes",3.00,English,101-1000,80000,80000,66000,30,,,,,40,,No,No,,No,,,Yes,Retail and Consumer Services,No,,,,Moderate but noticeable,No,,
Munich,,Full/Part-time employee,Software / Solutions Architect,,19,9,Senior,,Java,,"AWS,Javascript / Typescript",5.00,"German,English",1000+,87000,126000,112000,30,,,,,40,,No,No,,No,,,Yes,"Manufacturing, Transportation, or Supply Chain",No,,,,Invisible,No,,
Munich,,Full/Part-time employee,Software Engineer,,11,1,Middle,,C / C++,,C# / .NET core,1.00,"English,German",1000+,79000,79000,75000,30,,,,,40,,No,No,,No,,,Yes,Healthcare,No,,,,Invisible,Yes,ChatGPT,
Nuremberg,,Full/Part-time employee,Software / Solutions Architect,,19,3,Senior,,Other,PowerShell,"Docker,Terraform,Azure",0.70,"English,German",101-1000,63600,68900,66000,27,,,,,40,,I dont know,No,,Unemployed,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,worse than it was,"Involuntarily, I was forced to look for a new job","3,0",Moderate but noticeable,Yes,"ChatGPT,Copilot",
Munich,,Full/Part-time employee,C-level (CTO / CEO / ...),,23,23,Head / Principal,,Java,,"PHP,Javascript / Typescript,Angular,SQL,AWS,Kubernetes,Docker",3.00,"English,German",101-1000,124000,124000,120000,30,,,,,40,,"Yes, in 2022",No,,No,,,Yes,Retail and Consumer Services,No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Munich,,Full/Part-time employee,Software Engineer,,5,1,Middle,,JavaScript / Typescript,," React,NodeJS,Docker,Terraform",0.75,English,1000+,75000,80000,45000,30,,,,,40,,No,No,,Full/Part-time employee,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Munich,,Full/Part-time employee,Software Engineer,,10,3,,,C# / .NET,,"Javascript / Typescript, React,Docker,NodeJS",3.00,English,1000+,72000,6000,6000,28,,,,,40,,"Yes, both in 2022-2023",500 - 1000,,No,,,I dont know,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"Copilot,ChatGPT",
Munich,,Full/Part-time employee,QA Engineer,,7,2,Middle,,Java,,,1.00,"English,German",1000+,65000,70000,55000,28,,,,,40,,I dont know,over 1000 euros,,No,,,Yes,Financial Services,No,,,,Moderate but noticeable,Yes,"Copilot,ChatGPT",
Munich,,Full/Part-time employee,Backend Developer,,11,10,Senior,,Java,,"PHP,Javascript / Typescript, React,SQL,Kubernetes,Docker",7.00,"English,German,Russian",1000+,92000,103000,92000,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,"ChatGPT,Other",
Berlin,,Full/Part-time employee,Data Scientist,,5,3,Senior,,Python,,Other,1.00,English,51-100,69000,72000,72000,28,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Munich,,Full/Part-time employee,Product Manager,,5,1,Middle,,Other,"I'm manager, SQL, Figma",,1.00,"English,German,Russian",1000+,76000,76000,76000,03,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"ChatGPT,Other",
Munich,,Full/Part-time employee,Backend Developer,,16,10,Senior,,Ruby,,"AWS,Other",7.00,"English,German",11-50,95000,95000,80000,30,,,,,40,,I dont know,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Network / Security Engineer / System Administrator,,18,4,Middle,,Other,,"Terraform,Docker,AWS",1.00,English,101-1000,70000,70000,55000,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,C-level (CTO / CEO / ...),,20,12,Head / Principal,,Other,,"AWS,Docker,SQL,PHP,Java / Scala,Javascript / Typescript",2.00,"English,German",51-100,130000,150000,140000,28,,,,,40,No,"Yes, in 2023",No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Data Scientist,,3,3,Middle,,Python,,,2.00,"English,German,Russian",1000+,70000,74000,63000,30,,,,,40,,"Yes, in 2022",No,,No,,,Yes,Financial Services,No,,,,Moderate but noticeable,Yes,"Copilot,ChatGPT",
Munich,,Full/Part-time employee,Software Engineer,,15,8,Senior,,C / C++,,"Python,C / C++,Other",3.00,English,1000+,115000,155000,135000,33,,,,,40,,No,500 - 1000,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Backend Developer,,12,1,Senior,,JavaScript / Typescript,,"Javascript / Typescript,NodeJS,SQL,Kubernetes,Docker,Azure,Google Cloud",0.25,English,51-100,80000,80000,66,30,,,,,40,No,"Yes, both in 2022-2023",No,,Full/Part-time employee,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Frontend Developer,,1,1,Middle,,Other,React," React,Javascript / Typescript",0.50,English,11-50,78000,78000,,28,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","1,0",Great,No,,
Berlin,,Full/Part-time employee,Product Manager,,7,2,Middle,,Other,,,2.00,"English,German",1000+,78500,90000,90000,28,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Software Engineer,,12,2,Senior,,Python,,"Java / Scala,Google Cloud,AWS,Azure,Other",2.00,"English,Russian",101-1000,90000,90000,90000,30,,,,,40,No,"Yes, in 2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Munich,,Full/Part-time employee,Software Engineer,,4,3,Senior,,JavaScript / Typescript,,"Java / Scala,NodeJS, React,AWS,Docker",2.10,English,101-1000,95000,99500,82000,30,,,,,40,,I dont know,100 - 500,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Software Engineer,,8,6,Senior,,Kotlin,,"Python,Java / Scala,Kotlin,Rust,AWS,Docker",3.00,English,1000+,9500,11000,8600,30,,,,,40,No,"Yes, both in 2022-2023",500 - 1000,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,Other,"AWS code whisperer, Amazon Q"
Munich,,Full/Part-time employee,Software Engineer,,13,5,Senior,,C / C++,,Python,5.00,"English,German",1000+,90000,120000,108000,30,,,,,40,,No,No,,No,,,Yes,"Manufacturing, Transportation, or Supply Chain",No,,,,Great,No,,
Berlin,,Full/Part-time employee,Software Engineer,,9,6,Senior,,Go,,"Javascript / Typescript,Go,AWS,Kubernetes,Terraform,Docker",2.00,English,1000+,140000,210000,170000,20,,,,,40,No,"Yes, in 2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Mobile Developer,,9,5,Senior,,Kotlin,,"Python,Kotlin,C# / .NET core,.NET",2.00,"English,German",11-50,85000,90000,85000,30,,,,,40,,No,No,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Stuttgart,,Full/Part-time employee,Software Engineer,,9,6,Senior,,JavaScript / Typescript,,"Java / Scala,Python, React,NodeJS,Azure,AWS,Docker,Kubernetes,Terraform",0.10,English,101-1000,90000,90000,76000,30,,,,,40,,No,500 - 1000,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Involuntarily, I was forced to look for a new job","6,0",Great,Yes,"Copilot,ChatGPT",
Berlin,,Full/Part-time employee,Tech Lead / Team Lead,,15,2,Senior,,Java,,Python,2.00,English,101-1000,85500,122000,100000,28,,,,,40,,"Yes, in 2022",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,"ChatGPT,Other",CodeWhisperer
Munich,,Full/Part-time employee,Product Manager,,5,2,Middle,,Python,,,2.00,"English,German",51-100,80000,0,,29,,,,,40,,No,No,,No,,,No,Retail and Consumer Services,No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Software Engineer,,5,3,Middle,,Java,,"Javascript / Typescript,NodeJS,Python,SQL,AWS",3.00,"English,German",1000+,52000,54000,,30,,,,,40,,No,up to 100 euro,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,"ChatGPT,Copilot",
Berlin,,Unemployed,Software Engineer,,10,10,Senior,,Python,,"PHP,Javascript / Typescript,SQL",1.50,"English,German,Russian",up to 10,,,,,,,,,,"Yes, I am satisfied with a severance package","Yes, in 2023",No,,Full/Part-time employee,"Yes, actively ",7,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,ChatGPT,
Berlin,,Full/Part-time employee,QA Engineer,,8,1,Middle,,Java,,"SQL,Other",0.25,"English,Russian",1000+,81000,84000,72000,32,,,,,38,,No,500 - 1000,,Full/Part-time employee,,,Yes,Financial Services,Yes,better than it was,"Involuntarily, I was forced to look for a new job","2,0",Moderate but noticeable,Yes,Other,Bing
Berlin,,Full/Part-time employee,Tech Lead / Team Lead,,13,2,Lead / Staff,,Python,,"Python,SQL,Kubernetes,Terraform,Docker,AWS",2.00,English,101-1000,95000,95000,95000,30,,,,,40,,No,No,,No,,,Yes,Retail and Consumer Services,No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Other,Business Analyst,6,1,Senior,,Other,,,1.00,"English,Russian",1000+,78700,78700,79000,30,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Other,Bernau,Founder,C-level (CTO / CEO / ...),,15,15,Head / Principal,,JavaScript / Typescript,,"Javascript / Typescript,Angular,NodeJS,Go,Docker",4.00,"German,English,Russian",up to 10,290000,340000,240000,45,,,,,60,,No,100 - 500,,Founder,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Head / Principal / VP,,14,6,Head / Principal,,Other,No,,3.00,English,51-100,130000,130000,130000,28,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Tech Lead / Team Lead,,7,7,Lead / Staff,,Java,,"AWS,Azure,Other",7.00,"English,German",101-1000,80000,90000,80000,30,,,,,40,No,"Yes, in 2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Software Engineer,,17,2,Junior,,Python,,"Python,SQL",2.00,Russian,1000+,80000,84000,76000,38,,,,,40,No,"Yes, in 2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Self-employed (freelancer),C-level (CTO / CEO / ...),,12,6,Head / Principal,,JavaScript / Typescript,,"Python,PHP,Javascript / Typescript,Angular,NodeJS,SQL,AWS,Docker",1.00,English,11-50,,,,,100,1600,30,,35,No,"Yes, in 2023",No,,Self-employed (freelancer),,,No,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","1,0",Great,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,C-level (CTO / CEO / ...),,12,12,Head / Principal,,NodeJS,,"Javascript / Typescript,Docker,Terraform,AWS,SQL,NodeJS",6.00,German,11-50,100000,120000,105000,25,,,,,40,,No,No,,No,,,Yes,Insurance,No,,,,Great,No,,
Berlin,,Full/Part-time employee,QA Engineer,,17,1,Middle,,Java,,"Python,Kotlin,AWS",1.00,"English,Russian",101-1000,50000,50360,50360,30,,,,,40,No,"Yes, in 2023",No,,No,,,Yes,Healthcare,No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Backend Developer,,13,9,Lead / Staff,,Ruby,,"SQL,AWS,Kubernetes,Terraform",2.00,English,1000+,109000,130000,120000,30,,,,,40,No,"Yes, both in 2022-2023",500 - 1000,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Software Engineer,,13,2,Lead / Staff,,Java,,"Kotlin,SQL,Kubernetes,Docker",1.00,"English,Russian",1000+,110,122,,30,,,,,40,,No,500 - 1000,,Full/Part-time employee,,,Yes,Financial Services,Yes,better than it was,"Voluntary, it was my decision","2,0",Invisible,No,,
Berlin,,Full/Part-time employee,Backend Developer,,17,7,Senior,,Java,,"Python,SQL,Kubernetes,Docker,Javascript / Typescript,AWS",2.00,English,101-1000,100000,100000,,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Frankfurt,,Full/Part-time employee,Software Engineer,,6,1,Senior,,C# / .NET,,,3.00,"Russian,English",1000+,92000,115000,,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Engineering Manager,,12,8,Junior,,Kotlin,,Java / Scala,0.50,English,101-1000,93000,94000,88000,32,,,,,40,,No,100 - 500,,No,,,Yes,Healthcare,No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Software Engineer,,9,5,Senior,,Ruby,,"Ruby,Javascript / Typescript,SQL,Docker,AWS",5.00,English,51-100,84000,84000,84000,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,"ChatGPT,Copilot",
Karlsruhe,,Full/Part-time employee,Software Engineer,,18,5,Senior,,C# / .NET,,"Python,Java / Scala,C# / .NET core,C / C++,Javascript / Typescript, React,.NET,Azure",5.00,"Russian,English",11-50,70000,70000,,30,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,,,,Invisible,Yes,"Copilot,ChatGPT",
Berlin,,Unemployed,Product Manager,,15,6,Senior,,SQL,,Python,1.00,English,101-1000,,,,,,,,,,"Yes, I am satisfied with a severance package","Yes, both in 2022-2023",No,,Full/Part-time employee,"Yes, actively ",5,"Yes, but only for backfilling",Financial Services,No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Data Scientist,,10,1,Senior,,Python,,"Docker,Python",0.50,"English,Russian",1000+,115000,115000,,27,,,,,40,No,"Yes, both in 2022-2023",No,,Full/Part-time employee,,,Yes,Retail and Consumer Services,No,,,,Great,Yes,"ChatGPT,Copilot",
Munich,,Full/Part-time employee,ML Engineer,,1,1,Middle,,Python,,"Azure,Kubernetes,Terraform,Docker,Other,Python",1.50,"German,English",1000+,76,88,76,30,,,,,40,,No,No,,No,,,Yes,"Manufacturing, Transportation, or Supply Chain",No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Network / Security Engineer / System Administrator,,15,3,Senior,,Python,,"Go,Google Cloud,Kubernetes,Terraform,Docker",1.00,English,1000+,100000,120000,84000,30,,,,,40,,No,up to 100 euro,,Unemployed,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Involuntarily, I was forced to look for a new job","5,0",Moderate but noticeable,Yes,"Copilot,ChatGPT,Other",BlinkOps
